job_title,salary,company_size,company_type,company_industry,company_sector,company_revenue,salary_hourly,company_name,company_rating,state,company_age,python,SQL,excel,tableau,power_bi,math,machine_learning,statistics,presentation,reporting
Senior Customer Insights Analyst,94583.0,1001-5000,Company - Private,Gambling & Betting,"Arts, Entertainment & Recreation",,0,Sportsbet,3.8,VIC,30.0,0,1,0,0,0,0,0,1,0,1
Technical Analyst,124199.0,1001-5000,Company - Public,Investment & Asset Management,Finance,$500 million to $1 billion (USD),0,Link Group,3.3,VIC,18.0,0,1,1,0,0,0,0,0,0,0
Energy Market Analyst,150000.0,1-50,Company - Private,,,,0,Aurex Group Limited,4.5,VIC,,1,1,0,0,0,0,0,0,0,1
Senior Business Analyst and Change Specialist,125678.0,1001-5000,Company - Private,Software Development,Information Technology,$100 to $500 million (USD),0,MYOB,3.6,VIC,30.0,0,0,1,0,0,0,0,0,1,0
Senior Business Analyst,112500.0,>10000,Company - Public,Information Technology Support Services,Information Technology,$5 to $10 billion (USD),0,Tech Mahindra,3.6,VIC,37.0,0,0,0,0,0,0,0,0,0,0
Business Analyst - Funds,108344.0,1-50,Company - Private,,,,0,Anton Murray Consulting,4.7,VIC,,0,0,1,0,0,0,0,0,0,0
Senior Data Analyst (See Advertisement),105749.0,1001-5000,Government,,,$500 million to $1 billion (USD),0,Country Fire Authority,3.0,VIC,,0,0,1,0,0,0,0,0,1,1
Senior Business Analyst,115538.0,1001-5000,Company - Public,Real Estate,Real Estate,$100 to $500 million (USD),0,REA Group,4.2,VIC,28.0,0,0,0,0,0,0,0,0,0,0
Data Engineering Insights Analyst,80623.0,51-200,Self-employed,,,,0,Beyond Blue,3.3,VIC,,0,0,1,0,0,0,0,0,0,1
Business Analysts - Expressions of Interest,107129.0,51-200,Company - Private,,,,0,Exceed Global,,VIC,,0,0,1,0,0,0,0,0,0,1
Risk Analyst - Wholesale Energy Markets,76632.0,Unknown,Company - Public,,,,0,D'Arcy Weil,,VIC,,1,0,1,0,0,0,0,0,0,0
Business Analyst | Consumer Goods,120000.0,>10000,Company - Public,HR Consulting,Human Resources & Staffing,$5 to $10 billion (USD),0,Robert Half,3.8,VIC,75.0,0,0,0,0,0,0,0,0,0,1
New Business Intake Analyst / Project Coordinator,79373.0,>10000,Company - Private,Legal,Legal,$2 to $5 billion (USD),0,Dentons,3.8,VIC,,0,0,1,0,0,0,0,0,0,1
"Senior Test Analyst, ETL",59845.0,1001-5000,Company - Public,Investment & Asset Management,Finance,$500 million to $1 billion (USD),0,Link Group,3.3,VIC,18.0,0,1,0,0,0,0,0,0,0,1
Senior Business Analyst,96454.0,1001-5000,Company - Public,Investment & Asset Management,Finance,$500 million to $1 billion (USD),0,IOOF Holdings,3.3,VIC,177.0,0,0,0,0,0,0,0,0,0,1
Senior Risk Analyst,76632.0,Unknown,Company - Public,,,,0,Zeller,3.0,VIC,,0,0,1,0,0,0,0,0,0,1
Senior Analyst – Investment Data Management,87750.0,1-50,Company - Private,,,,0,Anton Murray Consulting,4.7,VIC,,0,0,1,0,0,0,0,1,0,0
APS 6 Level Business Intelligence Analyst,60.26,51-200,Company - Public,,,$25 to $50 million (USD),1,HOBAN Recruitment,3.4,VIC,,0,0,1,0,0,0,0,1,0,1
Risk & Compliance Analyst,91515.0,1-50,Company - Private,,,,0,Anton Murray Consulting,4.7,VIC,,0,0,0,1,0,0,0,0,1,1
BI Developer,107656.0,51-200,Company - Private,HR Consulting,Human Resources & Staffing,$500 million to $1 billion (USD),0,Peoplebank,4.0,VIC,33.0,0,1,0,0,1,0,0,0,0,1
Environmental Sustainability Analyst,98919.0,1001-5000,Company - Public,Healthcare Services & Hospitals,Healthcare,,0,Medibank,3.5,VIC,48.0,0,0,0,0,0,0,0,0,0,1
Payroll Compliance Analyst,109235.0,Unknown,Company - Public,Food & Beverage Manufacturing,Manufacturing,,0,Bega Cheese,4.1,VIC,,0,0,1,0,0,0,0,0,0,1
IT Senior Business Analyst,103312.0,1001-5000,Non-profit Organisation,,,$100 to $500 million (USD),0,Baptcare,4.0,VIC,,0,0,1,0,0,0,0,0,0,1
Senior Business Analyst,77574.0,5001-10000,Company - Public,Taxi & Car Services,Transportation & Logistics,,0,Bunzl,3.6,VIC,42.0,0,0,0,0,0,0,0,0,0,1
Unit Pricing Analyst - Contract,101096.0,1-50,Company - Private,,,,0,Anton Murray Consulting,4.7,VIC,,0,0,0,0,0,0,0,0,0,1
Technical Business Analyst,105752.0,>10000,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD),0,NTT AU Workforce Solutions,3.5,VIC,,0,0,1,0,0,0,0,0,0,0
Mid-Level Risk Analyst - Wholesale Energy Markets,130000.0,Unknown,Company - Public,,,,0,D'Arcy Weil,,VIC,,0,0,1,0,0,0,0,0,1,0
Wholesale Energy Risk Analyst,200000.0,Unknown,Company - Public,,,,0,D'Arcy Weil,,VIC,,0,0,1,0,0,0,0,0,1,1
Senior Finance Analyst - Logistics,69273.0,Unknown,Company - Public,Food & Beverage Manufacturing,Manufacturing,,0,Bega Cheese,4.1,VIC,,0,0,1,0,0,0,0,0,0,1
Senior Strategy Analyst,102225.0,Unknown,Company - Private,,,,0,Grant Executive Search,,VIC,,0,0,1,0,0,0,0,0,1,0
Business Systems Analyst / Solutions Consultant,87083.0,1-50,Company - Private,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),0,Balance Internet,2.9,VIC,,0,1,0,0,0,0,0,0,1,0
"Senior Business Analyst, Value Office",107336.0,1001-5000,Company - Public,Investment & Asset Management,Finance,$500 million to $1 billion (USD),0,Link Group,3.3,VIC,18.0,0,0,1,0,0,0,0,0,1,1
Advanced Analytics Manager – Data Science,190000.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,0,Technology Recruiting Solutions,,VIC,12.0,1,1,1,0,0,1,1,1,1,0
"Policy Analyst, Pricing Policy",60.5,51-200,Company - Public,,,$25 to $50 million (USD),1,HOBAN Recruitment,3.4,VIC,,0,0,1,0,0,0,0,0,0,0
Technical Business Analyst,108344.0,201-500,Company - Private,,,,0,Adaptalift Group,3.3,VIC,,0,1,0,0,0,0,0,0,1,0
Senior Commercial Analyst - Australia's Leading Renewable Energy Company,181659.0,Unknown,Company - Public,,,,0,D'Arcy Weil,,VIC,,0,1,1,1,1,0,0,0,1,1
Finance Business Analyst,108344.0,Unknown,Company - Private,,,,0,Sharp & Carter,4.7,VIC,,0,0,1,0,0,0,0,0,0,1
Analyst Programmer,123966.0,Unknown,Company - Private,,,,0,Shoolin Consultancy,5.0,VIC,,0,0,0,0,0,0,0,0,0,0
Pricing Analyst,101096.0,Unknown,Company - Private,,,,0,People Equity,,VIC,,0,0,1,0,0,0,0,0,0,1
Senior Analyst - Risk and Compliance,135000.0,201-500,Company - Private,Security & Protective,Management & Consulting,,0,Michael Page,4.4,VIC,,0,0,0,0,0,0,0,0,1,1
Senior Business Analyst (Data),108344.0,1-50,Company - Private,"Staffing, Recruitment & Subcontracting",Human Resources & Staffing,,0,Talent Street,5.0,VIC,10.0,0,0,0,0,1,0,0,0,0,1
Business Analyst- Techno functional - Retail & Fuel,100000.0,5001-10000,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),0,Infosys Singapore & Australia,3.8,VIC,42.0,0,0,0,0,0,0,0,0,0,0
Logistics Analyst,66011.0,Unknown,Company - Public,,,,0,Zoom Recruitment,3.2,VIC,,0,0,1,0,1,0,0,0,0,1
Quantitative Research Consultant - World Class Social Research,105000.0,1-50,Company - Public,HR Consulting,Human Resources & Staffing,,0,Resources Group AU,1.0,VIC,35.0,0,0,1,0,0,0,0,1,0,1
Energy Markets Analyst (Modeling) - Global Renewable Developer,80623.0,Unknown,Company - Public,,,,0,D'Arcy Weil,,VIC,,1,0,1,0,0,0,0,1,1,0
Business Analyst | Automotive Industry,85000.0,>10000,Company - Public,HR Consulting,Human Resources & Staffing,$5 to $10 billion (USD),0,Robert Half,3.8,VIC,75.0,0,0,1,0,0,0,0,0,0,1
Business Analyst - Energy Shipping & Trading,100000.0,5001-10000,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),0,Infosys Singapore & Australia,3.8,VIC,42.0,0,0,0,0,0,0,0,0,0,0
Energy Business Analyst,130000.0,201-500,Company - Private,HR Consulting,Human Resources & Staffing,$5 to $25 million (USD),0,Salt Recruitment,3.3,VIC,13.0,1,1,1,0,0,0,0,0,1,0
Senior Data Analyst - Data Service Client Delivery team,85575.0,1-50,Company - Private,,,,0,Anton Murray Consulting,4.7,VIC,,0,0,0,0,0,0,0,0,0,1
ICT Business Systems Analyst,94868.0,201-500,Company - Private,Business Consulting,Management & Consulting,$100 to $500 million (USD),0,FinXL IT Professional Services,4.0,VIC,20.0,0,0,1,0,0,0,0,0,0,1
Demand Analyst,84558.0,Unknown,Company - Private,,,,0,Sharp & Carter,4.7,VIC,,0,0,1,0,0,0,0,0,0,0
Principal Energy Market Analyst,83666.0,51-200,Company - Private,"Staffing, Recruitment & Subcontracting",Human Resources & Staffing,$5 to $25 million (USD),0,The Green Recruitment Company,4.6,VIC,13.0,1,1,1,0,0,0,0,1,0,0
IT Business Analyst,108344.0,Unknown,Company - Private,,,,0,Shoolin Consultancy,5.0,VIC,,0,0,1,0,0,0,0,0,0,1
Risk & Compliance Business Analyst,108344.0,1-50,Company - Private,,,,0,Anton Murray Consulting,4.7,VIC,,0,0,0,1,0,0,0,0,1,1
Unit Pricing Analyst,101096.0,1-50,Company - Private,,,,0,Anton Murray Consulting,4.7,VIC,,0,0,0,0,0,0,0,0,0,1
Enterprise Data & Analytics – Technical Communications Specialist,79373.0,1-50,Contract,,,,0,IT Alliance Australia,3.8,VIC,,0,0,0,0,0,0,0,0,0,0
Systems Reporting Analyst (SuccessFactors),120000.0,Unknown,Company - Private,,,,0,Sharp & Carter,4.7,VIC,,0,0,0,0,0,0,0,0,0,1
Senior Business Analyst,95394.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,0,Firesoft People,4.8,VIC,11.0,0,0,0,0,0,0,0,0,0,0
Research Brand Planner & Quant Strategist,95000.0,1-50,Company - Public,HR Consulting,Human Resources & Staffing,,0,Resources Group AU,1.0,VIC,35.0,0,0,0,0,0,0,0,0,0,0
Enterprise Data & Analytics - Technical Communications Specialist,79373.0,Unknown,Company - Private,Business Consulting,Management & Consulting,,0,Manvision Consulting,4.3,VIC,,0,0,0,0,0,0,0,0,0,0
Senior Analyst - Joint Venture,95075.0,201-500,Company - Public,Taxi & Car Services,Transportation & Logistics,$2 to $5 billion (USD),0,Transurban,3.8,VIC,,0,0,1,0,0,0,0,0,1,0
Senior Information Security Risk Analyst,68153.0,>10000,Company - Private,Business Consulting,Management & Consulting,$2 to $5 billion (USD),0,KPMG,3.8,VIC,36.0,0,0,0,0,0,0,0,0,0,1
QC Analyst,83666.0,Unknown,Company - Private,,,,0,NES Fircroft,4.0,VIC,,0,0,1,0,0,0,0,0,0,0
Senior Business Analyst Asset & Wealth,95394.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,0,Firesoft People,4.8,VIC,11.0,0,0,0,0,0,0,0,0,0,0
Techno Functional Accounting Integration Product Analyst,105716.0,Unknown,Company - Private,,,,0,QIX Consulting,,VIC,,0,0,1,0,0,0,0,0,0,1
Senior Digital Analyst,84186.0,>10000,Subsidiary or Business Segment,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),0,Marsh,4.0,VIC,152.0,0,0,1,0,0,0,0,0,0,0
Senior Back Office Business Analyst (Calypso),129618.0,>10000,Company - Public,Information Technology Support Services,Information Technology,,0,Luxoft Financial Services UK Limited ( Australian Branch),4.1,VIC,23.0,0,0,0,0,0,0,0,0,0,1
Technical Analyst -Legal Technology/Ediscovery (Law Firm),102500.0,Unknown,Company - Private,,,,0,AFL Recruitment,,VIC,,0,1,1,0,0,0,0,0,0,0
Senior Research Consultant – Quantitative,72068.0,51-200,Company - Private,Business Consulting,Management & Consulting,,0,ORIMA Research,,VIC,26.0,0,0,1,0,0,0,0,1,1,1
Senior Product Insights Analyst - GTM,84947.0,1001-5000,Company - Public,Computer Hardware Development,Information Technology,$100 to $500 million (USD),0,Xero,3.9,VIC,17.0,1,1,0,0,0,0,0,1,0,0
Senior Business Analyst and Change Specialist,95394.0,1-50,Company - Private,Information Technology Support Services,Information Technology,,0,Axsys,3.1,VIC,17.0,0,0,1,0,0,0,0,0,1,0
Business Analyst : Financial Crime,130000.0,1-50,Company - Private,Information Technology Support Services,Information Technology,,0,Zone IT Solutions,4.4,VIC,11.0,0,0,1,0,0,0,0,0,0,0
Senior Technical Business Analyst / Scrum Master,150000.0,51-200,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),0,Demyst,3.1,VIC,13.0,0,0,0,0,0,0,0,0,0,0
Senior Product Insights Analyst - 12 month fixed contract,84947.0,1001-5000,Company - Public,Computer Hardware Development,Information Technology,$100 to $500 million (USD),0,Xero,3.9,VIC,17.0,1,1,0,0,0,1,0,1,0,0
"APS6 Policy Analyst, Pricing Policy",60.26,1001-5000,Company - Private,HR Consulting,Human Resources & Staffing,$2 to $5 billion (USD),1,Chandler Macleod,3.6,VIC,64.0,0,0,1,0,0,0,0,0,0,0
"Principal Analyst - Future Fuels, Global Energy",87750.0,Unknown,Company - Public,,,,0,D'Arcy Weil,,VIC,,0,0,1,0,0,0,0,0,1,0
Senior Application Analyst,84654.0,Unknown,Company - Private,,,,0,The Hassett Group,4.5,VIC,,0,0,0,0,0,0,0,0,0,1
Social Research: Quantitative focus; Social change agency,120000.0,Unknown,Company - Private,,,,0,Flow Recruitment Australia,,VIC,,0,0,0,0,0,0,0,0,0,0
Senior Security Risk Analyst,76632.0,Unknown,Company - Private,,,,0,Transform IT,,VIC,,0,0,1,0,0,0,0,0,0,1
Graduate Teacher Program - Digital Technologies & Data Analytics (Graduate Teacher Program),111911.0,Unknown,Government,National Services & Agencies,Government & Public Administration,,0,Schools (Government),3.1,VIC,,0,0,0,0,0,0,0,0,0,1
Consumer Insights Account Lead (Quantitative Research),115000.0,1-50,Private Practice / Firm,Legal,Legal,,0,TRA,4.0,VIC,11.0,0,0,1,0,0,0,0,0,0,0
Quantitative Research Manager - Love Food?,95000.0,1-50,Company - Public,HR Consulting,Human Resources & Staffing,,0,Resources Group AU,1.0,VIC,35.0,0,0,1,0,0,0,0,0,1,0
IT Business Support Analyst,109545.0,1-50,Company - Private,,,,0,Anton Murray Consulting,4.7,VIC,,0,0,1,0,0,0,0,0,0,0
Senior Quantitative Research Consultant - Contemporary Social Issues,100000.0,1-50,Company - Public,HR Consulting,Human Resources & Staffing,,0,Resources Group AU,1.0,VIC,35.0,0,0,1,0,0,0,0,1,0,1
Real Time Analyst,90000.0,201-500,Company - Private,HR Consulting,Human Resources & Staffing,$25 to $50 million (USD),0,TSA Group,2.9,WA,,0,0,1,0,1,0,0,0,0,1
Data & Reporting Analyst,107878.0,501-1000,Company - Private,,,,0,Duratec Australia,3.5,WA,,0,0,1,0,1,0,0,0,0,1
Customer Insights Analyst,87289.0,201-500,Company - Private,Energy & Utilities,"Energy, Mining, Utilities",,0,Kleenheat,2.7,WA,,1,0,1,0,1,1,0,1,1,1
Data Analyst - WAACHS Linked Data Study,84367.0,201-500,Non-profit Organisation,,,$25 to $50 million (USD),0,Telethon Institute for Child Health Research,3.7,WA,,1,0,1,0,0,1,0,1,1,1
Data Analytics Adviser,100980.0,5001-10000,College / University,Colleges & Universities,Education,$25 to $50 million (USD),0,University Of Western Australia,4.2,WA,112.0,0,1,1,0,1,0,0,0,0,1
Functional Data Business Analyst (6month Contract),102616.0,201-500,Contract,,,,0,Capricorn,4.5,WA,,0,0,0,0,0,0,0,0,0,1
DATA SCIENCE AND ANALYTICS,114029.0,Unknown,Company - Public,,,,0,Digital Resources Australia,,WA,,0,0,0,0,0,0,1,0,0,0
Business Analyst,100000.0,1001-5000,,Machinery Manufacturing,Manufacturing,,0,WesTrac,3.6,WA,19.0,0,0,1,0,1,1,0,0,0,1
Business Analyst - Business Support,92655.0,1001-5000,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),0,Curtin University of Technology,3.9,WA,,0,0,1,0,0,0,0,0,0,0
Analyst - Business Intelligence,126769.0,5001-10000,Company - Public,"Airlines, Airports & Air Transportation",Transportation & Logistics,$2 to $5 billion (USD),0,Hawaiian,4.0,WA,94.0,1,1,1,0,1,1,0,0,0,1
"Senior Analyst - Internal Audit, Risk Management and Controls",98583.0,>10000,Company - Private,Accounting & Tax,Finance,$10+ billion (USD),0,Deloitte,4.0,WA,173.0,0,0,1,0,0,0,0,0,0,0
Business Systems Analyst Nov 9,102616.0,Unknown,Company - Private,,,,0,Community Vision,1.0,WA,,0,0,0,0,0,0,0,0,0,0
Data Analysis Engineer (Python) - Imago,113590.0,201-500,Company - Private,Enterprise Software & Network Solutions,Information Technology,,0,Seequent,4.2,WA,20.0,1,0,0,0,0,1,0,0,0,0
BI Developer,121861.0,201-500,Contract,,,,0,Capricorn,4.5,WA,,0,1,1,1,1,0,0,0,0,1
Market Analyst,115812.0,,,,,,0,Allkem,,WA,,0,0,0,1,1,0,0,0,0,1
"Solutions Analyst - AI, Automation and Analytics",97290.0,201-500,Company - Private,Advertising & Public Relations,Media & Communication,,0,Iluka,4.3,WA,31.0,0,1,1,0,1,0,0,0,0,1
Data Analyst,93808.0,51-200,Company - Private,,,,0,Bluefin Resources,4.0,WA,,1,1,0,1,1,0,1,0,0,1
Data Integration Analyst,73696.0,51-200,Company - Private,HR Consulting,Human Resources & Staffing,$500 million to $1 billion (USD),0,Peoplebank,4.0,WA,33.0,0,0,1,0,0,0,0,0,0,0
Data Analyst,93199.0,51-200,Company - Private,HR Consulting,Human Resources & Staffing,$500 million to $1 billion (USD),0,Peoplebank,4.0,WA,33.0,0,1,1,0,0,0,0,0,0,0
"Governance, Risk and Compliance Analyst",88964.0,>10000,Company - Public,Motor Vehicle Dealers,Retail & Wholesale,$10+ billion (USD),0,WesCEF Division,3.1,WA,109.0,0,0,0,0,0,0,0,0,0,1
ICT Risk and Compliance Analyst,65.0,Unknown,Company - Private,,,,1,DFP Recruitment Services,3.5,WA,,0,0,0,0,1,0,0,0,0,1
Business Analyst,85000.0,201-500,Company - Private,Security & Protective,Management & Consulting,,0,Michael Page,4.4,WA,,0,0,1,0,0,0,0,0,1,0
Commercial Analyst,169706.0,Unknown,Company - Private,Taxi & Car Services,Transportation & Logistics,,0,Centurion,2.5,WA,,0,0,1,0,0,0,0,1,1,1
Principal Analyst - Iron Ore,137244.0,1001-5000,Company - Private,Business Consulting,Management & Consulting,$100 to $500 million (USD),0,Wood Mackenzie,3.7,WA,100.0,0,0,0,0,0,0,0,0,0,0
"APS5/6 Data and Reporting Analyst, Business Analytics, Data and Reporting",90143.0,,,,,,0,Office of the Australian Information Commissioner,,WA,,0,1,1,0,1,1,0,0,0,1
"HR Business Partner - Digital Intelligence, ANZ",114018.0,>10000,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),0,Wabtec,3.7,WA,154.0,0,0,0,0,0,0,0,0,0,0
BUSINESS AND SYSTEMS ANALYST,100000.0,Unknown,Company - Public,,,,0,Digital Resources Australia,,WA,,0,0,0,0,0,0,0,0,0,0
Senior Business Analyst,160000.0,Unknown,Company - Private,,,,0,Mills Resources,4.3,WA,,0,0,1,0,0,0,0,0,0,1
Business Analyst,92311.0,51-200,Company - Private,HR Consulting,Human Resources & Staffing,$500 million to $1 billion (USD),0,Peoplebank,4.0,WA,33.0,0,0,0,0,0,0,0,0,0,0
Data Analyst Lead,93808.0,201-500,Company - Private,,,,0,Pyramid Global Technologies,5.0,WA,,1,1,0,0,0,0,1,0,0,0
Senior System Process Analyst,104177.0,1001-5000,,Machinery Manufacturing,Manufacturing,,0,WesTrac,3.6,WA,19.0,0,0,1,0,1,0,0,0,0,1
Data Analytics Manager,132449.0,201-500,Company - Private,Business Consulting,Management & Consulting,,0,KordaMentha,3.7,WA,21.0,1,1,0,1,1,0,0,0,1,1
Technical Analyst -Legal Technology/Ediscovery (Law Firm),102500.0,Unknown,Company - Private,,,,0,AFL Recruitment,,WA,,0,1,1,0,0,0,0,0,0,0
ICT Risk and Compliance Analyst,75242.0,51-200,Company - Private,HR Consulting,Human Resources & Staffing,$500 million to $1 billion (USD),0,Peoplebank,4.0,WA,33.0,0,0,0,0,1,0,0,0,0,1
Business Analyst,102616.0,201-500,Contract,,,,0,Capricorn,4.5,WA,,0,1,1,0,0,0,0,0,1,1
Consultant -Databricks data analyst,120399.0,Unknown,Company - Private,Business Consulting,Management & Consulting,,0,Manvision Consulting,4.3,WA,,1,0,0,0,0,0,0,0,0,0
ERP Business Analyst,102616.0,1001-5000,,,,,0,Mineral Resources,3.4,WA,,0,0,0,0,0,0,0,0,0,0
Application Support Analyst,97211.0,>10000,Company - Private,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),0,Bunnings,3.8,WA,137.0,0,1,0,0,0,0,0,0,0,1
Technical Business Analyst,98130.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,$1 to $5 million (USD),0,PRA,4.0,WA,19.0,0,0,0,0,0,0,0,0,0,0
Procurement Analyst,116790.0,5001-10000,Company - Public,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",,0,Monadelphous,4.1,WA,,0,0,1,0,0,0,0,0,1,0
GIS Analyst / Technician,112583.0,1-50,Company - Private,,,,0,Focused Vision Consulting,,WA,,0,0,1,0,0,0,0,0,0,1
Data Analytics & Visualization Teaching Assistant - UWA (Remote),29.0,51-200,Non-profit Organisation,Colleges & Universities,Education,$25 to $50 million (USD),1,edX Boot Camps,4.0,WA,11.0,1,1,0,1,0,0,1,0,0,0
Business Analyst (Senior/Leader),45490.0,Unknown,Company - Private,Business Consulting,Management & Consulting,,0,Manvision Consulting,4.3,WA,,0,0,0,0,0,0,0,0,0,0
"Senior Business Analyst, Corporate Planning & Reporting",102616.0,1-50,Company - Public,,,,0,Pilbara Minerals,,WA,,0,0,1,0,0,0,0,0,0,1
Data & Analytics Manager- Perth,84367.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,$1 to $5 million (USD),0,PRA,4.0,WA,19.0,1,0,1,1,0,0,0,1,0,1
Senior Business Analyst (Finance),130000.0,201-500,Company - Private,Security & Protective,Management & Consulting,,0,Michael Page,4.4,WA,,0,0,1,0,0,0,0,0,0,1
Accountant/ Cost and Production Analyst,95896.0,>10000,Company - Public,Machinery Manufacturing,Manufacturing,$2 to $5 billion (USD),0,Imerys,3.7,WA,143.0,0,0,0,0,0,0,0,0,0,0
Business Analyst - Naval Base,90000.0,Unknown,Company - Private,,,,0,Unite Resourcing,,WA,,0,0,1,0,0,0,0,0,1,0
Business Analyst / Management Accountant,102616.0,51-200,Company - Private,,,,0,Karara Mining Ltd,2.5,WA,16.0,0,0,1,0,0,0,0,0,0,1
Cost Analyst,112442.0,201-500,Company - Private,"Staffing, Recruitment & Subcontracting",Human Resources & Staffing,$2 to $5 billion (USD),0,WorkPac Group,3.3,WA,28.0,0,0,1,0,0,0,0,0,0,1
Analyst | Manufacturing & Supply Chain,75000.0,201-500,Company - Private,Business Consulting,Management & Consulting,$25 to $50 million (USD),0,Argon & Co.,4.5,WA,22.0,0,0,1,0,1,0,0,1,0,0
Senior market analyst Supply Chain Research,96831.0,501-1000,Company - Private,Energy & Utilities,"Energy, Mining, Utilities",,0,Rystad Energy,3.8,WA,19.0,0,0,1,0,0,0,0,0,1,0
Senior FP&A Analyst,149818.0,201-500,Company - Private,Security & Protective,Management & Consulting,,0,Michael Page,4.4,WA,,0,0,1,0,0,0,0,0,0,1
Senior Data Scientist,145000.0,,,,,,0,Veritas Health Innovation Ltd,,remote,,1,0,1,0,0,0,0,1,0,0
Data Scientist - Data & Insights,116846.0,1-50,Contract,,,,0,Mable,4.5,NSW,,1,0,1,1,0,0,1,1,0,0
Data Scientist,94090.0,201-500,Government,,,,0,Tasmanian Government,,TAS,,0,0,0,0,0,0,0,0,0,1
Data Scientist – BCG X,118879.0,>10000,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD),0,Boston Consulting Group,4.3,ACT,60.0,1,0,0,0,0,1,1,1,0,0
Junior Data Scientist,70000.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,$1 to $5 million (USD),0,Give A Grad A Go,4.7,VIC,14.0,1,1,0,0,0,0,0,1,0,0
Data Scientist,141755.0,201-500,Company - Private,Internet & Web Services,Information Technology,$100 to $500 million (USD),0,Immutable X,4.0,NSW,5.0,0,1,0,0,0,0,1,1,0,0
Data Scientist - Remote,132457.0,>10000,Company - Public,Motor Vehicle Dealers,Retail & Wholesale,$10+ billion (USD),0,Wesfarmers OneDigital,3.1,VIC,109.0,1,0,0,0,0,0,1,1,0,0
Data Scientist - Python/SQL,109545.0,1-50,Company - Private,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),0,Willow Technology Corporation,,VIC,,1,1,1,0,0,0,1,0,0,0
Data Engineer - Machine Learning,132605.0,201-500,Company - Private,Travel Agencies,Hotel & Travel Accommodation,$100 to $500 million (USD),0,Luxury Escapes,4.1,NSW,10.0,1,1,1,0,0,0,1,0,0,0
Graduate Data Scientist/Analyst,134036.0,5001-10000,Company - Public,Taxi & Car Services,Transportation & Logistics,,0,Bunzl,3.6,VIC,42.0,0,1,0,0,1,0,0,0,0,0
"Graduate Program – Data Science, Business Analytics & AI",125499.0,>10000,Company - Public,Machinery Manufacturing,Manufacturing,$10+ billion (USD),0,Komatsu,4.0,NSW,,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,141923.0,1001-5000,Company - Private,Software Development,Information Technology,,0,Canva,4.3,NSW,,1,1,0,0,0,1,0,1,0,0
Data Scientist,94582.0,5001-10000,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),0,University of Melbourne,4.2,VIC,170.0,0,0,1,0,0,0,0,1,0,0
Senior Data Scientist,172773.0,>10000,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),0,Visa,4.1,NSW,65.0,1,1,0,1,1,0,1,0,1,0
Data Scientist (MMM specialist),116846.0,1-50,Company - Private,,,,0,Mutinex,,NSW,,0,0,0,0,0,0,0,0,0,0
Staff Data Scientist - Foundational Metrics,141923.0,1001-5000,Company - Private,Software Development,Information Technology,,0,Canva,4.3,NSW,,1,1,0,0,0,1,0,1,0,0
Research Scientist in Statistical and Data Science,110153.0,5001-10000,Government,National Services & Agencies,Government & Public Administration,$500 million to $1 billion (USD),0,CSIRO,4.1,ACT,97.0,1,0,1,0,0,1,1,1,0,0
Advanced Analytics Specialist,108268.0,5001-10000,Company - Private,"Airlines, Airports & Air Transportation",Transportation & Logistics,,0,Virgin Australia,3.5,QLD,23.0,1,1,1,0,0,1,1,1,0,0
Senior Data Scientist - Remote,62245.0,>10000,Company - Public,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$5 to $10 billion (USD),0,WSP Australia,3.7,NSW,64.0,1,0,0,0,0,0,1,1,0,0
Research Fellow (Statistician/Data Scientist),115476.0,5001-10000,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),0,University of Wollongong,3.9,NSW,48.0,0,0,1,0,0,1,0,1,0,0
Data Scientist,126416.0,1001-5000,College / University,Colleges & Universities,Education,,0,University of New South Wales,4.3,NSW,74.0,1,1,0,0,1,1,1,1,1,0
Data Scientist's APS6/EL1 (non-ongoing),110129.0,Unknown,Company - Private,,,,0,Effective People,5.0,ACT,,0,1,0,0,0,0,1,1,0,0
Mid Level Data Scientist/Machine Learning Engineer,116846.0,1-50,Company - Private,,,,0,Rich Data Co.,,NSW,,1,1,0,0,0,1,1,1,0,0
