job_title,salary,company_size,company_type,company_industry,company_sector,company_revenue,salary_hourly,company_name,company_rating,state,company_age,python,SQL,excel,tableau,power_bi,math,machine_learning,statistics,presentation,reporting
SAP Business Analyst,101330.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,0,Genesis IT&T Pty Ltd,3.5,NSW,22.0,0,0,0,0,0,0,0,0,0,0
Principal Business Analyst,88009.0,1-50,Company - Private,Business Consulting,Management & Consulting,,0,Preacta,4.3,NSW,11.0,0,0,1,0,0,0,0,0,0,0
"Senior Data Analyst, SBS On Demand",85592.0,1001-5000,Company - Private,Broadcast Media,Media & Communication,,0,SBS People and Culture,3.9,NSW,48.0,1,1,0,1,0,0,0,1,0,1
Principal Business Analyst,139787.0,501-1000,Government,National Services & Agencies,Government & Public Administration,,0,NSW Government -Department of Customer Service,4.1,NSW,,0,0,0,0,0,0,0,0,1,0
Business Analyst | Digital Transformation,106066.0,1-50,Company - Private,,,,0,Innovior Pty Ltd,3.9,NSW,,0,1,1,0,0,0,0,0,1,0
Senior Business Analyst,107331.0,1-50,Company - Private,,,,0,MyPass Global,,NSW,,0,0,0,0,0,0,0,0,0,0
Salesforce Business Analyst/Developer - (Northern Rivers/GC),100000.0,1-50,Company - Private,Energy & Utilities,"Energy, Mining, Utilities",$25 to $50 million (USD),0,Smart Energy,4.3,NSW,7.0,0,0,1,0,0,0,0,0,0,0
Senior Document Controller/Engineering Change Analyst,95394.0,>10000,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),0,Finisar Australia,3.5,NSW,52.0,1,0,1,0,0,0,0,0,0,0
Business Intelligence Analyst,74330.0,>10000,Company - Public,Wood & Paper Manufacturing,Manufacturing,$2 to $5 billion (USD),0,JELD-WEN,3.0,NSW,63.0,0,1,1,0,1,0,0,0,0,1
Senior Commercial Analyst - Finance,142741.0,1001-5000,Company - Private,Consumer Product Manufacturing,Manufacturing,$2 to $5 billion (USD),0,Fisher & Paykel Appliances,3.8,NSW,89.0,0,0,1,0,1,0,0,0,0,0
Senior Actuarial Analyst,110515.0,501-1000,Government,National Services & Agencies,Government & Public Administration,,0,NSW Government -icare,4.1,NSW,,0,0,1,0,0,1,0,1,1,0
Senior Business Analyst - Gift Cards and EDP,107331.0,51-200,Company - Private,,,,0,Finance & Property,3.5,NSW,,0,0,0,0,0,0,0,0,1,1
Systems Analyst,110000.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,0,Charterhouse,4.4,NSW,20.0,0,1,0,0,0,0,0,0,0,0
Senior Business Analyst - Fixed Term contract til 30/06/2025,116247.0,501-1000,Government,National Services & Agencies,Government & Public Administration,,0,NSW Government -Customer Strategy & Technology,4.1,NSW,,0,0,0,0,0,0,0,0,0,0
Senior Business Systems Analyst,134705.0,1001-5000,Company - Public,Healthcare Services & Hospitals,Healthcare,,0,Medibank,3.5,NSW,48.0,0,1,1,0,0,0,0,0,0,0
Business Analyst - AJO Specialist,99272.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,0,Charterhouse,4.4,NSW,20.0,0,0,0,0,0,0,0,0,0,0
Business Analyst,106066.0,51-200,Contract,,,,0,Resource Services Group X,4.0,NSW,,0,0,0,0,1,0,0,0,0,0
Senior Quantitative Analyst –Prescriptive Models’ Validation,104786.0,>10000,Company - Public,Banking & Lending,Finance,$10+ billion (USD),0,Westpac Group,3.7,NSW,206.0,1,1,1,0,0,1,0,1,0,1
Senior Business Analyst - wpay,121820.0,>10000,Company - Public,Grocery Stores,Retail & Wholesale,$10+ billion (USD),0,Woolworths,3.7,NSW,99.0,0,0,1,0,0,0,0,0,1,1
Senior Technical Business Analyst,122500.0,,,,,,0,Digital Experience Labs,,NSW,,0,0,1,0,0,0,0,0,0,0
Commercial Analyst,120000.0,>10000,Company - Public,HR Consulting,Human Resources & Staffing,$5 to $10 billion (USD),0,Robert Half,3.8,NSW,75.0,0,0,1,0,0,0,0,0,1,1
Senior Business Analyst (12 month Fixed-term-contract),123704.0,>10000,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),0,Visa,4.1,NSW,65.0,0,0,0,0,0,0,0,0,0,0
Manager - Data and Analytics,16000.0,5001-10000,Non-profit Organisation,,,,0,Uniting,3.6,NSW,,1,1,1,0,0,0,1,1,0,1
"Business Intelligence Engineer, Support Engineer",103472.0,1001-5000,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,Amazon Web Services Australia Pty Ltd,3.7,NSW,29.0,0,1,1,1,0,0,0,0,1,0
Senior Business Analyst/ Business Analyst,114891.0,501-1000,Government,Banking & Lending,Finance,$10+ billion (USD),0,Reserve Bank of Australia,3.5,NSW,,0,0,1,0,0,0,0,0,0,1
Senior Business Analyst | Financial Risk Projects,108167.0,>10000,Company - Public,Investment & Asset Management,Finance,$5 to $10 billion (USD),0,Macquarie Group Limited,4.0,NSW,54.0,0,1,1,0,0,0,0,0,0,1
Senior Product Analyst,89443.0,Unknown,Company - Public,,,,0,Coach4expats,,NSW,,0,1,1,1,1,1,0,1,0,0
Senior Business Analyst,121820.0,>10000,Company - Public,Grocery Stores,Retail & Wholesale,$10+ billion (USD),0,WooliesX,3.7,NSW,99.0,0,1,1,0,0,0,0,0,1,1
AnaPlan Financial Analyst,84971.0,Unknown,Company - Public,,,,0,Allura Partners,,NSW,,0,0,0,0,0,0,1,0,0,0
Senior Business Analyst - HRIS ServiceNow (12 Month FTC),107331.0,Unknown,Company - Public,,,,0,Rest,,NSW,,0,0,1,0,0,0,0,0,1,1
"Senior Actuarial Analyst, Capital Reporting",106771.0,1001-5000,Company - Private,Insurance Carriers,Insurance,,0,TAL,4.0,NSW,154.0,0,0,1,0,0,1,0,1,0,1
Quality Analyst,65000.0,,,,,,0,QUALITY SCRIBE PTY LTD,,NSW,,0,0,1,0,0,0,0,0,0,1
Senior Test Analyst,64370.0,1001-5000,Company - Public,Investment & Asset Management,Finance,$500 million to $1 billion (USD),0,Link Group,3.3,NSW,18.0,0,0,1,0,0,0,0,0,0,1
"Senior Business Analyst, Waddle, x15ventures",114018.0,>10000,Company - Public,Banking & Lending,Finance,$5 to $10 billion (USD),0,Commonwealth Bank,3.9,NSW,112.0,0,0,0,0,0,0,0,0,0,0
Digital Analyst,77136.0,Unknown,Company - Private,,,,0,Map Talent,,NSW,,0,0,1,0,0,0,0,1,0,0
Technical Delivery Lead - BI & Analytics,111707.0,>10000,Company - Public,Insurance Carriers,Insurance,,0,AIA,3.8,NSW,104.0,0,0,1,1,1,0,0,0,0,1
Senior Analyst/Manager | Model Risk Management,125060.0,>10000,Company - Public,Investment & Asset Management,Finance,$5 to $10 billion (USD),0,Macquarie Group Limited,4.0,NSW,54.0,0,0,0,0,0,1,0,0,0,1
"Security Governance, Risk and Compliance Analyst",105312.0,>10000,Company - Public,Motor Vehicle Dealers,Retail & Wholesale,$10+ billion (USD),0,Wesfarmers Industrial & Safety,3.1,NSW,109.0,0,0,0,0,0,0,0,0,0,1
Senior Business Analyst | Client Lifecycle Transformation,108167.0,>10000,Company - Public,Investment & Asset Management,Finance,$5 to $10 billion (USD),0,Macquarie Group Limited,4.0,NSW,54.0,0,0,1,0,0,0,0,0,0,0
Power BI Developer,95000.0,501-1000,Company - Private,,,,0,AI Australia,,NSW,,0,1,0,0,1,0,0,0,0,1
Actuarial Analysts / Consultants - Non-life,87178.0,Unknown,Company - Private,,,,0,Star Actuarial Futures,,NSW,,0,0,0,0,0,0,0,0,0,1
Business Analyst - Asset Protection,106066.0,>10000,Company - Public,,,,0,ED - Group Support Functions,3.3,NSW,,0,0,1,0,0,0,0,0,0,1
Business Analyst,102701.0,5001-10000,Company - Private,,,,0,Team Global Express,2.9,NSW,,0,0,1,0,0,0,0,0,0,0
Financial Analyst,64502.0,>10000,Company - Public,Building & Personnel Services,Management & Consulting,$5 to $10 billion (USD),0,ISS,3.3,NSW,122.0,0,0,0,0,0,0,0,0,0,1
Technical business Analyst - Group treasury,111859.0,5001-10000,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),0,Infosys Singapore & Australia,3.8,NSW,42.0,0,1,1,0,0,0,0,0,0,0
Identity Access Management | Business Analyst,108167.0,>10000,Company - Public,Investment & Asset Management,Finance,$5 to $10 billion (USD),0,Macquarie Group Limited,4.0,NSW,54.0,0,0,1,0,0,0,0,0,0,0
Data Analytics Manager,169617.0,51-200,Company - Private,Computer Hardware Development,Information Technology,,0,Humanforce,3.7,NSW,21.0,1,1,1,1,0,0,1,1,1,1
Analyst - Hydrogen Market,73485.0,51-200,Company - Private,"Staffing, Recruitment & Subcontracting",Human Resources & Staffing,$5 to $25 million (USD),0,The Green Recruitment Company,4.6,NSW,13.0,1,0,1,0,0,0,0,0,1,1
Statistical Analyst,120000.0,Unknown,Company - Public,,,,0,SKL Actuarial,,NSW,,1,1,0,1,1,1,1,1,0,0
BI Test Analyst,91014.0,201-500,Company - Private,Software Development,Information Technology,$1 to $5 million (USD),0,Tritusa Consulting,4.9,NSW,12.0,0,1,1,0,1,0,0,0,0,1
ERP Senior Reporting Analyst,96747.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,0,Technology People Australia,4.0,NSW,12.0,0,0,1,1,0,0,0,0,0,1
Investment Banking Analyst - Real Estate - Investment Bank,110000.0,Unknown,Company - Public,,,,0,Collins Executive Recruitment,,NSW,,0,0,1,0,0,0,0,0,1,0
Senior Analyst | Net Zero and Climate Risk,106771.0,>10000,Company - Public,Investment & Asset Management,Finance,$5 to $10 billion (USD),0,Macquarie Group Limited,4.0,NSW,54.0,0,0,1,0,0,0,0,0,0,1
Treasury Analyst,100000.0,51-200,Company - Private,HR Consulting,Human Resources & Staffing,,0,FutureYou,2.7,NSW,7.0,0,0,1,0,0,0,0,0,0,1
Calypso - Techno / Functional Business Analyst_Sydney,129890.0,>10000,Company - Public,Information Technology Support Services,Information Technology,,0,Luxoft Financial Services UK Limited ( Australian Branch),4.1,NSW,23.0,0,0,0,0,0,0,0,0,0,1
Technical Business Analyst,131852.0,201-500,Non-profit Organisation,"Civic, Welfare & Social Services",Non-profit & NGO,,0,Standards Australia,3.0,NSW,101.0,0,0,1,0,0,0,0,0,0,0
Senior Business Analyst,99268.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,0,Charterhouse,4.4,NSW,20.0,0,0,1,0,0,0,0,0,0,0
Group Treasury | Senior Business Analyst | Calculations & Modelling,108167.0,>10000,Company - Public,Investment & Asset Management,Finance,$5 to $10 billion (USD),0,Macquarie Group Limited,4.0,NSW,54.0,0,0,1,0,0,0,0,0,0,1
Senior Product Analyst,83579.0,5001-10000,Company - Public,Catering & Food Service Contractors,Restaurants & Food Service,,0,HelloFresh,3.7,NSW,12.0,1,1,1,0,0,0,0,0,0,0
"Senior Analyst, Financial Reporting & Analysis",94868.0,>10000,Company - Public,Banking & Lending,Finance,$5 to $10 billion (USD),0,Commonwealth Bank,3.9,NSW,112.0,0,0,1,0,0,0,0,0,0,1
Analyst - FluTracking,98110.0,501-1000,Government,National Services & Agencies,Government & Public Administration,,0,NSW Government -Hunter New England Local Health District,4.1,NSW,,0,0,0,0,0,0,0,1,0,0
BI and Data Manager,180000.0,51-200,Company - Private,,,,0,u&u Recruitment Partners,4.4,NSW,,0,0,0,0,0,0,1,0,0,1
Business Analyst - Public Sector,97980.0,201-500,Company - Private,Security & Protective,Management & Consulting,,0,Michael Page,4.4,NSW,,0,0,1,0,0,0,0,0,0,1
Senior Analyst,122136.0,1001-5000,Government,National Services & Agencies,Government & Public Administration,,0,Ministry of Health,3.6,NSW,,0,0,1,0,0,0,0,1,0,1
"Business Systems Analyst, NSW, 10 Months",94868.0,51-200,Company - Private,Information Technology Support Services,Information Technology,$25 to $50 million (USD),0,Infopeople,4.6,NSW,25.0,0,1,0,0,0,0,0,0,0,0
Data Analytics Consultant,96437.0,1-50,Company - Private,,,,0,Ever Better Recruitment (EBR),2.1,NSW,,1,0,1,0,0,1,1,1,0,0
Systems Analyst,115023.0,1-50,Company - Private,,,,0,Job Capital,4.4,NSW,,1,0,1,0,0,0,0,1,0,1
Client Investment Reporting - Analyst / Associate - Global Asset Manager,96747.0,1-50,Company - Private,,,,0,Anton Murray Consulting,4.7,NSW,,0,0,1,0,0,0,0,0,0,1
FP&A Business Analyst,60.0,Unknown,Company - Private,,,,1,Byron Thomas Recruitment,,NSW,,0,0,1,0,0,0,0,0,0,0
Sales Ops Lead Analyst,76485.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,0,Cox Purtell,4.4,NSW,29.0,0,0,1,1,0,0,0,0,0,1
Senior Business Analyst / Content Specialist,93399.0,1001-5000,Company - Private,Broadcast Media,Media & Communication,,0,SBS,3.9,NSW,48.0,0,0,1,0,0,0,0,0,0,1
Business Intelligence Consultant,89603.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,0,Firesoft People,4.8,NSW,11.0,0,1,1,1,0,0,0,0,0,1
Fund Reporting Analyst - Fund Manager,96747.0,1-50,Company - Private,,,,0,Anton Murray Consulting,4.7,NSW,,0,0,0,0,0,0,0,0,0,1
PhD Quant Researcher,180000.0,51-200,Company - Private,Investment & Asset Management,Finance,,0,Tibra Capital,,NSW,17.0,1,0,0,0,0,0,0,0,0,0
"Compensation Analyst - Pacific, Sydney",115022.0,>10000,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$2 to $5 billion (USD),0,Tesla,3.6,NSW,20.0,0,1,1,1,0,0,0,0,0,0
Technical Business Analyst - Equity Markets,140000.0,1-50,Company - Private,,,,0,Anton Murray Consulting,4.7,NSW,,0,0,1,0,0,0,0,0,0,0
Senior Commercial Analyst,142500.0,Unknown,Company - Public,,,,0,Allura Partners,,NSW,,0,0,1,0,0,0,0,0,1,1
Information Analyst,91652.0,51-200,Company - Private,HR Consulting,Human Resources & Staffing,,0,Paxus Australia Pty Ltd,4.1,NSW,59.0,0,0,0,0,0,0,0,0,0,0
Digital Insights Analyst,83457.0,>10000,Company - Public,Advertising & Public Relations,Media & Communication,$5 to $10 billion (USD),0,Publicis Groupe,3.9,NSW,97.0,0,0,1,0,0,0,0,0,1,0
Salesforce Business Systems Analyst,91152.0,5001-10000,Company - Public,Gambling & Betting,"Arts, Entertainment & Recreation",$2 to $5 billion (USD),0,Aristocrat,3.6,NSW,70.0,0,0,0,0,0,0,0,0,1,1
Business Development Analyst/Associate (Actuarial Background),97431.0,Unknown,Company - Public,,,,0,SKL Actuarial,,NSW,,0,0,1,0,0,0,0,0,0,0
Senior Business Analyst - Risk Project,106066.0,1-50,Company - Private,,,,0,Anton Murray Consulting,4.7,NSW,,0,0,1,1,0,0,0,0,0,1
Senior Business Analyst,106066.0,Unknown,Company - Public,,,,0,Global Talent agency,5.0,NSW,,0,0,1,0,0,0,0,0,0,1
National Reliability Analyst,91488.0,5001-10000,Company - Private,Food & Beverage Manufacturing,Manufacturing,$2 to $5 billion (USD),0,GWF,3.6,NSW,65.0,0,0,1,0,0,0,0,0,1,1
Senior Analyst - Pricing Strategy,98869.0,>10000,Company - Public,Grocery Stores,Retail & Wholesale,$10+ billion (USD),0,Woolworths,3.7,NSW,99.0,0,0,1,0,0,0,0,0,0,0
Risk Analyst,60.0,5001-10000,Company - Private,HR Consulting,Human Resources & Staffing,$2 to $5 billion (USD),1,HAYS,3.6,NSW,55.0,0,0,0,0,0,0,0,0,0,1
Senior Business Analyst,107331.0,Unknown,Company - Public,,,,0,Charter Diligence,,NSW,,1,1,1,0,0,0,0,0,0,1
Senior Service Desk Analyst,61237.0,501-1000,Company - Private,,,,0,illion,3.3,NSW,,0,0,0,0,0,0,0,0,0,0
Digital Campaign Analyst,130000.0,1-50,Company - Private,Information Technology Support Services,Information Technology,,0,Zone IT Solutions,4.4,NSW,11.0,0,1,1,0,0,0,0,1,0,0
Market Risk Senior Analyst,120000.0,1-50,Company - Private,,,,0,KPP Search,5.0,NSW,,0,0,0,0,0,1,0,0,0,1
Commercial Financial Analyst / Finance Business Partner - Immediate Start - ASX,140000.0,Unknown,Company - Private,,,,0,Sharp & Carter,4.7,NSW,,0,0,1,0,0,0,0,0,0,1
Senior Treasury Analyst,130000.0,51-200,Company - Private,HR Consulting,Human Resources & Staffing,,0,FutureYou,2.7,NSW,7.0,0,0,1,0,0,0,0,0,0,1
Quantitative Research Consultant - Heavy Investment in Training & Development!,80000.0,1-50,Company - Public,HR Consulting,Human Resources & Staffing,,0,Resources Group AU,1.0,NSW,35.0,0,0,0,0,0,0,0,0,0,0
Digital Solutions Analyst,87119.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,0,Cox Purtell,4.4,NSW,29.0,0,0,1,0,0,0,0,0,0,1
Senior Business Analyst - Salesforce,81950.0,51-200,Company - Private,HR Consulting,Human Resources & Staffing,,0,Paxus Australia Pty Ltd,4.1,NSW,59.0,0,0,1,0,0,0,0,0,0,0
Senior GIS Data Analyst,104022.0,1-50,Company - Private,,,,0,Ever Better Recruitment (EBR),2.1,NSW,,0,0,0,0,0,0,0,0,0,0
Senior Business Analyst - Salesforce implementation,81950.0,51-200,Company - Private,HR Consulting,Human Resources & Staffing,,0,Paxus Australia Pty Ltd,4.1,NSW,59.0,0,0,1,0,0,0,0,0,0,0
Senior Actuarial Analyst,87178.0,Unknown,Company - Public,,,,0,SKL Actuarial,,NSW,,1,0,1,0,1,0,0,0,0,1
Disruptive Technologies Analyst,175000.0,1-50,Company - Private,Business Consulting,Management & Consulting,Less than $1 million (USD),0,Avenir Consulting,4.2,NSW,,0,0,0,0,0,0,0,0,0,0
Technical Business Analyst - North Shore based.,106066.0,1-50,Company - Private,,,,0,Talent Web,4.6,NSW,,0,0,1,0,0,0,0,0,0,0
Senior Business Analyst,106066.0,Unknown,Company - Public,,,,0,Easy Payroll Global,,NSW,,0,1,0,0,0,0,0,0,0,0
Senior Actuary – Data Analytics (Life insurance),148324.0,Unknown,Company - Public,,,,0,SKL Actuarial,,NSW,,1,1,1,1,1,0,0,0,0,1
Senior Finance Analyst - Media,122500.0,Unknown,Company - Private,,,,0,Sharp & Carter,4.7,NSW,,0,0,1,0,0,0,0,0,0,1
Senior Analyst - Team Leader,79373.0,1-50,Company - Private,,,,0,Ever Better Recruitment (EBR),2.1,NSW,,0,0,0,0,0,0,0,0,0,0
"Senior Analyst, Credit Risk Insights",135000.0,51-200,Subsidiary or Business Segment,HR Consulting,Human Resources & Staffing,,0,Ethos BeathChapman,4.5,NSW,18.0,0,1,0,1,0,0,0,1,0,1
Senior Tax Business Analyst,108167.0,>10000,Company - Public,Investment & Asset Management,Finance,$5 to $10 billion (USD),0,Macquarie Group Limited,4.0,NSW,54.0,0,0,1,0,0,0,0,0,0,1
Senior Applications Database Analyst,140000.0,201-500,Company - Private,Security & Protective,Management & Consulting,,0,Michael Page,4.4,NSW,,0,1,1,0,0,0,0,0,0,0
Senior Analyst,100150.0,51-200,Company - Private,"Staffing, Recruitment & Subcontracting",Human Resources & Staffing,$5 to $25 million (USD),0,The Green Recruitment Company,4.6,NSW,13.0,0,0,0,0,0,0,0,0,1,0
Sr. BI Developer,115152.0,Unknown,Company - Private,,,,0,BAR,3605.0,NSW,,0,1,0,0,0,0,0,0,0,0
Business Analyst: Payments,130000.0,1-50,Company - Private,Information Technology Support Services,Information Technology,,0,Zone IT Solutions,4.4,NSW,11.0,0,0,1,0,0,0,0,0,0,0
Senior Business Analyst-Data & Integration,102701.0,Unknown,Company - Public,,,,0,Collaborate Recruitment Pty Ltd,,NSW,,0,1,0,1,0,0,1,0,1,1
Technical Business Analyst / Test Engineer,108167.0,>10000,Company - Public,Investment & Asset Management,Finance,$5 to $10 billion (USD),0,Macquarie Group Limited,4.0,NSW,54.0,0,0,0,0,0,0,0,0,0,0
"Senior Business Analyst, Finance Systems",114674.0,>10000,Company - Public,Shipping & Trucking,Transportation & Logistics,$5 to $10 billion (USD),0,Brambles Group,4.2,NSW,148.0,0,0,0,0,0,0,0,0,0,1
"Senior Business Analyst, Strategic Procurement",137752.0,1001-5000,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),0,Macquarie University,4.1,NSW,,0,0,1,0,0,0,0,0,0,1
Senior Cyber Security Analyst,149097.0,1001-5000,Company - Private,Broadcast Media,Media & Communication,$2 to $5 billion (USD),0,Nine,3.8,NSW,19.0,0,0,0,0,0,0,0,0,0,0
"Senior Analyst/Manager, Regulatory Reporting",94868.0,>10000,Company - Public,Banking & Lending,Finance,$5 to $10 billion (USD),0,Commonwealth Bank,3.9,NSW,112.0,0,1,0,0,0,0,0,1,0,1
Senior Funds Data Analyst - Data Services Client Delivery,103235.0,1-50,Company - Private,,,,0,Anton Murray Consulting,4.7,NSW,,0,0,0,0,0,0,0,0,0,1
Project Manager - Data & Analytics - Large Scale Transformation,178000.0,Unknown,Company - Private,,,,0,HiTech Personnel,3.2,NSW,,0,0,0,0,0,0,0,0,0,0
Manager Traded Markets Data Analytics,175000.0,1-50,Company - Private,Business Consulting,Management & Consulting,Less than $1 million (USD),0,Avenir Consulting,4.2,NSW,,1,1,0,0,0,0,0,0,0,1
Senior Warehouse Solution Analyst,98557.0,Unknown,Company - Public,Shipping & Trucking,Transportation & Logistics,$5 to $10 billion (USD),0,Toll Group,3.3,NSW,135.0,0,0,1,0,0,0,0,1,1,1
Quant Researcher/Trader,111018.0,1-50,Company - Private,,,,0,Anton Murray Consulting,4.7,NSW,,1,0,0,0,0,1,0,0,0,0
Business Analyst Manager,99268.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,0,Charterhouse,4.4,NSW,20.0,0,0,1,0,0,0,0,0,1,0
Senior Actuarial Health Analyst,92250.0,Unknown,Company - Public,,,,0,SKL Actuarial,,NSW,,0,1,0,0,0,0,0,0,0,0
Senior GIS Analyst – Climate Resilience Solutions,108388.0,201-500,Company - Public,Software Development,Information Technology,,0,Property Exchange Australia Limited,3.0,NSW,13.0,1,1,0,0,0,0,0,0,0,0
Financial Accountant/Business Analyst,97500.0,Unknown,Company - Private,,,,0,AFL Recruitment,,NSW,,0,0,1,0,0,0,0,0,0,1
Systematic Trading - Quant Researcher/Trader,111018.0,1-50,Company - Private,,,,0,Anton Murray Consulting,4.7,NSW,,1,0,0,0,0,1,0,0,0,0
Logistics Analyst,100000.0,Unknown,Company - Private,,,,0,Healthcare Professionals Group,3.7,NSW,,0,0,1,0,0,0,0,0,0,1
Senior Data Analyst - Data Service Client Delivery team,103235.0,1-50,Company - Private,,,,0,Anton Murray Consulting,4.7,NSW,,0,0,0,0,0,0,0,0,0,1
Fraud & Financial Crime Systems Analyst,94188.0,1-50,Company - Private,Information Technology Support Services,Information Technology,,0,Zone IT Solutions,4.4,NSW,11.0,0,1,1,0,0,0,0,0,0,0
Technical Analyst -Legal Technology/Ediscovery (Law Firm),102500.0,Unknown,Company - Private,,,,0,AFL Recruitment,,NSW,,0,1,1,0,0,0,0,0,0,0
"Senior Analyst, Model Governance - Credit Risk / SAS",110225.0,51-200,Subsidiary or Business Segment,HR Consulting,Human Resources & Staffing,,0,Ethos BeathChapman,4.5,NSW,18.0,0,1,1,1,0,0,0,1,0,0
Lead Risk System Analyst (FRTB-SA/IMA),120000.0,>10000,Company - Public,Information Technology Support Services,Information Technology,,0,Luxoft Financial Services UK Limited ( Australian Branch),4.1,NSW,23.0,0,0,0,0,0,0,0,0,0,0
Quantitative Research Manager - Brand & Communications Insight,100000.0,1-50,Company - Public,HR Consulting,Human Resources & Staffing,,0,Resources Group AU,1.0,NSW,35.0,0,0,1,0,0,0,0,0,1,0
Senior Security Monitoring and Response Analyst,86603.0,>10000,Company - Public,Financial Transaction Processing,Finance,,0,Mastercard,4.3,NSW,57.0,1,0,0,0,0,0,0,0,0,1
ServiceNow Technical Business Analyst,137500.0,201-500,Company - Private,Information Technology Support Services,Information Technology,,0,AC,33.4,NSW,24.0,0,0,1,0,0,0,0,0,0,0
Senior Business Analyst - Equity Markets,102701.0,1-50,Company - Private,,,,0,Anton Murray Consulting,4.7,NSW,,0,0,1,0,0,0,0,0,0,0
Senior Business Analyst – FinTech - Wealth Management,102701.0,1-50,Company - Private,,,,0,Anton Murray Consulting,4.7,NSW,,0,0,1,0,0,0,0,0,0,0
Analyst Programmer,134164.0,Unknown,Company - Private,,,,0,Shoolin Consultancy,5.0,NSW,,0,0,0,0,0,0,0,0,0,0
Senior Frontend Engineer | Data Visualization | Sydney Hybrid,180000.0,51-200,Company - Private,Computer Hardware Development,Information Technology,,0,Displayr,5.0,NSW,16.0,1,1,0,0,0,0,1,0,0,1
Business Intelligence Consultant,130000.0,1-50,Company - Private,Information Technology Support Services,Information Technology,,0,Zone IT Solutions,4.4,NSW,11.0,1,0,1,0,0,0,0,0,0,0
"APS 6 Policy Analyst, Pricing Policy",60.13,201-500,Company - Private,"Staffing, Recruitment & Subcontracting",Human Resources & Staffing,$500 million to $1 billion (USD),1,Talent International,4.3,NSW,28.0,0,0,1,0,0,0,0,0,0,0
Senior Test Analyst (MS Dynamics),101258.0,51-200,Company - Private,HR Consulting,Human Resources & Staffing,$500 million to $1 billion (USD),0,Peoplebank,4.0,NSW,33.0,0,0,0,0,0,0,0,0,0,1
Senior Finance Business Partner/ Commercial Analyst,140000.0,Unknown,Company - Public,,,,0,Allura Partners,,NSW,,0,0,1,0,0,0,0,0,1,1
Senior Quant Insights Analyst - Voice of Customer Research,100000.0,1-50,Company - Public,HR Consulting,Human Resources & Staffing,,0,Resources Group AU,1.0,NSW,35.0,0,0,0,0,0,0,0,0,0,1
Senior Fixed Income Risk Analyst,100993.0,1-50,Company - Private,,,,0,Anton Murray Consulting,4.7,NSW,,0,0,0,0,0,0,0,0,0,1
Senior Business Analyst,108167.0,201-500,Company - Private,Software Development,Information Technology,$1 to $5 million (USD),0,Tritusa Consulting,4.9,NSW,12.0,0,0,0,0,0,0,0,0,0,0
"Senior Specialist, Business Intelligence Systems",97980.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,0,Charterhouse,4.4,NSW,20.0,0,0,1,0,0,0,0,0,0,0
Senior Business Analyst -( Oracle ERP),97980.0,51-200,Company - Private,HR Consulting,Human Resources & Staffing,$500 million to $1 billion (USD),0,Peoplebank,4.0,NSW,33.0,0,0,1,0,0,0,0,1,0,0
Senior Actuarial Analyst – General Insurance Pricing,87178.0,Unknown,Company - Public,,,,0,SKL Actuarial,,NSW,,0,1,1,0,0,1,0,1,0,0
Quant Research Consultant-RR884,81548.0,1-50,Company - Public,,,,0,Research Recruitment,4.0,NSW,,0,0,1,0,0,0,0,1,1,0
2023 PhD Quantitative Research Internship,140312.0,1001-5000,Company - Private,Stock Exchanges,Finance,,0,Susquehanna International Group,4.1,NSW,36.0,0,0,0,0,0,1,1,1,0,0
Senior Digital Analyst - Property and Casualty Insurance,88045.0,>10000,Subsidiary or Business Segment,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),0,Marsh,4.0,NSW,152.0,0,0,1,0,0,0,0,0,0,0
Senior Engineer (Power BI) – Perpetual Digital,184932.0,501-1000,Company - Public,Investment & Asset Management,Finance,$100 to $500 million (USD),0,Perpetual Limited,3.7,NSW,137.0,0,1,0,0,1,0,0,0,0,1
"Senior Manager – Data Engineering Analytics, DevOps(Automation & Solutions)",134164.0,>10000,Company - Public,Banking & Lending,Finance,$5 to $10 billion (USD),0,Commonwealth Bank,3.9,NSW,112.0,1,1,1,0,0,0,0,0,0,0
Lead Data analytics- Senior Principal,96132.0,5001-10000,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),0,Infosys Singapore & Australia,3.8,NSW,42.0,0,0,0,0,0,0,0,0,0,0
