job_title,salary,company_size,company_type,company_industry,company_sector,company_revenue,company_name,company_rating,state,python,SQL,excel,tableau,power_bi,math,machine_learning,statistics,presentation,reporting,company_age,senior
Senior PMO Analyst,125780.0,>10000,Company - Public,Investment & Asset Management,Finance,$5 to $10 billion (USD),Macquarie Group Limited,4.0,NSW,0,0,0,0,0,0,0,0,0,1,54.0,1
Data & Integration Analyst,132500.0,,,,,,Aegros Therapeutics Pty Ltd,,NSW,0,1,1,0,1,0,0,0,0,1,,0
Operational Risk Reporting Analyst,96747.0,1-50,Company - Private,,,,Anton Murray Consulting,4.7,NSW,0,0,0,0,0,0,0,0,0,1,,0
Senior CRM Analyst,103078.0,>10000,Company - Public,,,,EssilorLuxottica,3.7,NSW,0,1,1,0,0,0,0,1,0,1,,1
SAP Business Analyst,101330.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,Genesis IT&T Pty Ltd,3.5,NSW,0,0,0,0,0,0,0,0,0,0,22.0,0
Principal Business Analyst,88009.0,1-50,Company - Private,Business Consulting,Management & Consulting,,Preacta,4.3,NSW,0,0,1,0,0,0,0,0,0,0,11.0,0
"Senior Data Analyst, SBS On Demand",85592.0,1001-5000,Company - Private,Broadcast Media,Media & Communication,,SBS People and Culture,3.9,NSW,1,1,0,1,0,0,0,1,0,1,48.0,1
Principal Business Analyst,139787.0,501-1000,Government,National Services & Agencies,Government & Public Administration,,NSW Government -Department of Customer Service,4.1,NSW,0,0,0,0,0,0,0,0,1,0,,0
Business Analyst | Digital Transformation,106066.0,1-50,Company - Private,,,,Innovior Pty Ltd,3.9,NSW,0,1,1,0,0,0,0,0,1,0,,0
Senior Business Analyst,107331.0,1-50,Company - Private,,,,MyPass Global,,NSW,0,0,0,0,0,0,0,0,0,0,,1
Salesforce Business Analyst/Developer - (Northern Rivers/GC),100000.0,1-50,Company - Private,Energy & Utilities,"Energy, Mining, Utilities",$25 to $50 million (USD),Smart Energy,4.3,NSW,0,0,1,0,0,0,0,0,0,0,7.0,0
Senior Document Controller/Engineering Change Analyst,95394.0,>10000,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),Finisar Australia,3.5,NSW,1,0,1,0,0,0,0,0,0,0,52.0,1
Business Intelligence Analyst,74330.0,>10000,Company - Public,Wood & Paper Manufacturing,Manufacturing,$2 to $5 billion (USD),JELD-WEN,3.0,NSW,0,1,1,0,1,0,0,0,0,1,63.0,0
Senior Commercial Analyst - Finance,142741.0,1001-5000,Company - Private,Consumer Product Manufacturing,Manufacturing,$2 to $5 billion (USD),Fisher & Paykel Appliances,3.8,NSW,0,0,1,0,1,0,0,0,0,0,89.0,1
Senior Actuarial Analyst,110515.0,501-1000,Government,National Services & Agencies,Government & Public Administration,,NSW Government -icare,4.1,NSW,0,0,1,0,0,1,0,1,1,0,,1
Senior Business Analyst - Gift Cards and EDP,107331.0,51-200,Company - Private,,,,Finance & Property,3.5,NSW,0,0,0,0,0,0,0,0,1,1,,1
Systems Analyst,110000.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,Charterhouse,4.4,NSW,0,1,0,0,0,0,0,0,0,0,20.0,0
Senior Business Analyst - Fixed Term contract til 30/06/2025,116247.0,501-1000,Government,National Services & Agencies,Government & Public Administration,,NSW Government -Customer Strategy & Technology,4.1,NSW,0,0,0,0,0,0,0,0,0,0,,1
Senior Business Systems Analyst,134705.0,1001-5000,Company - Public,Healthcare Services & Hospitals,Healthcare,,Medibank,3.5,NSW,0,1,1,0,0,0,0,0,0,0,48.0,1
Business Analyst - AJO Specialist,99272.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,Charterhouse,4.4,NSW,0,0,0,0,0,0,0,0,0,0,20.0,0
Business Analyst,106066.0,51-200,Contract,,,,Resource Services Group X,4.0,NSW,0,0,0,0,1,0,0,0,0,0,,0
Senior Quantitative Analyst –Prescriptive Models’ Validation,104786.0,>10000,Company - Public,Banking & Lending,Finance,$10+ billion (USD),Westpac Group,3.7,NSW,1,1,1,0,0,1,0,1,0,1,206.0,1
Senior Business Analyst - wpay,121820.0,>10000,Company - Public,Grocery Stores,Retail & Wholesale,$10+ billion (USD),Woolworths,3.7,NSW,0,0,1,0,0,0,0,0,1,1,99.0,1
Senior Technical Business Analyst,122500.0,,,,,,Digital Experience Labs,,NSW,0,0,1,0,0,0,0,0,0,0,,1
Commercial Analyst,120000.0,>10000,Company - Public,HR Consulting,Human Resources & Staffing,$5 to $10 billion (USD),Robert Half,3.8,NSW,0,0,1,0,0,0,0,0,1,1,75.0,0
Senior Business Analyst (12 month Fixed-term-contract),123704.0,>10000,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),Visa,4.1,NSW,0,0,0,0,0,0,0,0,0,0,65.0,1
Manager - Data and Analytics,16000.0,5001-10000,Non-profit Organisation,,,,Uniting,3.6,NSW,1,1,1,0,0,0,1,1,0,1,,0
"Business Intelligence Engineer, Support Engineer",103472.0,1001-5000,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),Amazon Web Services Australia Pty Ltd,3.7,NSW,0,1,1,1,0,0,0,0,1,0,29.0,0
Senior Business Analyst/ Business Analyst,114891.0,501-1000,Government,Banking & Lending,Finance,$10+ billion (USD),Reserve Bank of Australia,3.5,NSW,0,0,1,0,0,0,0,0,0,1,,1
Senior Business Analyst | Financial Risk Projects,108167.0,>10000,Company - Public,Investment & Asset Management,Finance,$5 to $10 billion (USD),Macquarie Group Limited,4.0,NSW,0,1,1,0,0,0,0,0,0,1,54.0,1
Senior Product Analyst,89443.0,,Company - Public,,,,Coach4expats,,NSW,0,1,1,1,1,1,0,1,0,0,,1
Senior Business Analyst,121820.0,>10000,Company - Public,Grocery Stores,Retail & Wholesale,$10+ billion (USD),WooliesX,3.7,NSW,0,1,1,0,0,0,0,0,1,1,99.0,1
AnaPlan Financial Analyst,84971.0,,Company - Public,,,,Allura Partners,,NSW,0,0,0,0,0,0,1,0,0,0,,0
Senior Business Analyst - HRIS ServiceNow (12 Month FTC),107331.0,,Company - Public,,,,Rest,,NSW,0,0,1,0,0,0,0,0,1,1,,1
"Senior Actuarial Analyst, Capital Reporting",106771.0,1001-5000,Company - Private,Insurance Carriers,Insurance,,TAL,4.0,NSW,0,0,1,0,0,1,0,1,0,1,154.0,1
Quality Analyst,65000.0,,,,,,QUALITY SCRIBE PTY LTD,,NSW,0,0,1,0,0,0,0,0,0,1,,0
Senior Test Analyst,64370.0,1001-5000,Company - Public,Investment & Asset Management,Finance,$500 million to $1 billion (USD),Link Group,3.3,NSW,0,0,1,0,0,0,0,0,0,1,18.0,1
"Senior Business Analyst, Waddle, x15ventures",114018.0,>10000,Company - Public,Banking & Lending,Finance,$5 to $10 billion (USD),Commonwealth Bank,3.9,NSW,0,0,0,0,0,0,0,0,0,0,112.0,1
Digital Analyst,77136.0,,Company - Private,,,,Map Talent,,NSW,0,0,1,0,0,0,0,1,0,0,,0
Technical Delivery Lead - BI & Analytics,111707.0,>10000,Company - Public,Insurance Carriers,Insurance,,AIA,3.8,NSW,0,0,1,1,1,0,0,0,0,1,104.0,0
Senior Analyst/Manager | Model Risk Management,125060.0,>10000,Company - Public,Investment & Asset Management,Finance,$5 to $10 billion (USD),Macquarie Group Limited,4.0,NSW,0,0,0,0,0,1,0,0,0,1,54.0,1
"Security Governance, Risk and Compliance Analyst",105312.0,>10000,Company - Public,Motor Vehicle Dealers,Retail & Wholesale,$10+ billion (USD),Wesfarmers Industrial & Safety,3.1,NSW,0,0,0,0,0,0,0,0,0,1,109.0,0
Senior Business Analyst | Client Lifecycle Transformation,108167.0,>10000,Company - Public,Investment & Asset Management,Finance,$5 to $10 billion (USD),Macquarie Group Limited,4.0,NSW,0,0,1,0,0,0,0,0,0,0,54.0,1
Power BI Developer,95000.0,501-1000,Company - Private,,,,AI Australia,,NSW,0,1,0,0,1,0,0,0,0,1,,0
Actuarial Analysts / Consultants - Non-life,87178.0,,Company - Private,,,,Star Actuarial Futures,,NSW,0,0,0,0,0,0,0,0,0,1,,0
Business Analyst - Asset Protection,106066.0,>10000,Company - Public,,,,ED - Group Support Functions,3.3,NSW,0,0,1,0,0,0,0,0,0,1,,0
Business Analyst,102701.0,5001-10000,Company - Private,,,,Team Global Express,2.9,NSW,0,0,1,0,0,0,0,0,0,0,,0
Financial Analyst,64502.0,>10000,Company - Public,Building & Personnel Services,Management & Consulting,$5 to $10 billion (USD),ISS,3.3,NSW,0,0,0,0,0,0,0,0,0,1,122.0,0
Technical business Analyst - Group treasury,111859.0,5001-10000,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),Infosys Singapore & Australia,3.8,NSW,0,1,1,0,0,0,0,0,0,0,42.0,0
Identity Access Management | Business Analyst,108167.0,>10000,Company - Public,Investment & Asset Management,Finance,$5 to $10 billion (USD),Macquarie Group Limited,4.0,NSW,0,0,1,0,0,0,0,0,0,0,54.0,0
Data Analytics Manager,169617.0,51-200,Company - Private,Computer Hardware Development,Information Technology,,Humanforce,3.7,NSW,1,1,1,1,0,0,1,1,1,1,21.0,0
Analyst - Hydrogen Market,73485.0,51-200,Company - Private,"Staffing, Recruitment & Subcontracting",Human Resources & Staffing,$5 to $25 million (USD),The Green Recruitment Company,4.6,NSW,1,0,1,0,0,0,0,0,1,1,13.0,0
Statistical Analyst,120000.0,,Company - Public,,,,SKL Actuarial,,NSW,1,1,0,1,1,1,1,1,0,0,,0
BI Test Analyst,91014.0,201-500,Company - Private,Software Development,Information Technology,$1 to $5 million (USD),Tritusa Consulting,4.9,NSW,0,1,1,0,1,0,0,0,0,1,12.0,0
ERP Senior Reporting Analyst,96747.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,Technology People Australia,4.0,NSW,0,0,1,1,0,0,0,0,0,1,12.0,1
Investment Banking Analyst - Real Estate - Investment Bank,110000.0,,Company - Public,,,,Collins Executive Recruitment,,NSW,0,0,1,0,0,0,0,0,1,0,,0
Senior Analyst | Net Zero and Climate Risk,106771.0,>10000,Company - Public,Investment & Asset Management,Finance,$5 to $10 billion (USD),Macquarie Group Limited,4.0,NSW,0,0,1,0,0,0,0,0,0,1,54.0,1
Treasury Analyst,100000.0,51-200,Company - Private,HR Consulting,Human Resources & Staffing,,FutureYou,2.7,NSW,0,0,1,0,0,0,0,0,0,1,7.0,0
Calypso - Techno / Functional Business Analyst_Sydney,129890.0,>10000,Company - Public,Information Technology Support Services,Information Technology,,Luxoft Financial Services UK Limited ( Australian Branch),4.1,NSW,0,0,0,0,0,0,0,0,0,1,23.0,0
Technical Business Analyst,131852.0,201-500,Non-profit Organisation,"Civic, Welfare & Social Services",Non-profit & NGO,,Standards Australia,3.0,NSW,0,0,1,0,0,0,0,0,0,0,101.0,0
Senior Business Analyst,99268.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,Charterhouse,4.4,NSW,0,0,1,0,0,0,0,0,0,0,20.0,1
Group Treasury | Senior Business Analyst | Calculations & Modelling,108167.0,>10000,Company - Public,Investment & Asset Management,Finance,$5 to $10 billion (USD),Macquarie Group Limited,4.0,NSW,0,0,1,0,0,0,0,0,0,1,54.0,1
Senior Product Analyst,83579.0,5001-10000,Company - Public,Catering & Food Service Contractors,Restaurants & Food Service,,HelloFresh,3.7,NSW,1,1,1,0,0,0,0,0,0,0,12.0,1
"Senior Analyst, Financial Reporting & Analysis",94868.0,>10000,Company - Public,Banking & Lending,Finance,$5 to $10 billion (USD),Commonwealth Bank,3.9,NSW,0,0,1,0,0,0,0,0,0,1,112.0,1
Analyst - FluTracking,98110.0,501-1000,Government,National Services & Agencies,Government & Public Administration,,NSW Government -Hunter New England Local Health District,4.1,NSW,0,0,0,0,0,0,0,1,0,0,,0
BI and Data Manager,180000.0,51-200,Company - Private,,,,u&u Recruitment Partners,4.4,NSW,0,0,0,0,0,0,1,0,0,1,,0
Business Analyst - Public Sector,97980.0,201-500,Company - Private,Security & Protective,Management & Consulting,,Michael Page,4.4,NSW,0,0,1,0,0,0,0,0,0,1,,0
Senior Analyst,122136.0,1001-5000,Government,National Services & Agencies,Government & Public Administration,,Ministry of Health,3.6,NSW,0,0,1,0,0,0,0,1,0,1,,1
"Business Systems Analyst, NSW, 10 Months",94868.0,51-200,Company - Private,Information Technology Support Services,Information Technology,$25 to $50 million (USD),Infopeople,4.6,NSW,0,1,0,0,0,0,0,0,0,0,25.0,0
Data Analytics Consultant,96437.0,1-50,Company - Private,,,,Ever Better Recruitment (EBR),2.1,NSW,1,0,1,0,0,1,1,1,0,0,,0
Systems Analyst,115023.0,1-50,Company - Private,,,,Job Capital,4.4,NSW,1,0,1,0,0,0,0,1,0,1,,0
Client Investment Reporting - Analyst / Associate - Global Asset Manager,96747.0,1-50,Company - Private,,,,Anton Murray Consulting,4.7,NSW,0,0,1,0,0,0,0,0,0,1,,0
FP&A Business Analyst,114000.0,,Company - Private,,,,Byron Thomas Recruitment,,NSW,0,0,1,0,0,0,0,0,0,0,,0
Sales Ops Lead Analyst,76485.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,Cox Purtell,4.4,NSW,0,0,1,1,0,0,0,0,0,1,29.0,0
Senior Business Analyst / Content Specialist,93399.0,1001-5000,Company - Private,Broadcast Media,Media & Communication,,SBS,3.9,NSW,0,0,1,0,0,0,0,0,0,1,48.0,1
Business Intelligence Consultant,89603.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,Firesoft People,4.8,NSW,0,1,1,1,0,0,0,0,0,1,11.0,0
Fund Reporting Analyst - Fund Manager,96747.0,1-50,Company - Private,,,,Anton Murray Consulting,4.7,NSW,0,0,0,0,0,0,0,0,0,1,,0
PhD Quant Researcher,180000.0,51-200,Company - Private,Investment & Asset Management,Finance,,Tibra Capital,,NSW,1,0,0,0,0,0,0,0,0,0,17.0,0
"Compensation Analyst - Pacific, Sydney",115022.0,>10000,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$2 to $5 billion (USD),Tesla,3.6,NSW,0,1,1,1,0,0,0,0,0,0,20.0,0
Technical Business Analyst - Equity Markets,140000.0,1-50,Company - Private,,,,Anton Murray Consulting,4.7,NSW,0,0,1,0,0,0,0,0,0,0,,0
Senior Commercial Analyst,142500.0,,Company - Public,,,,Allura Partners,,NSW,0,0,1,0,0,0,0,0,1,1,,1
Information Analyst,91652.0,51-200,Company - Private,HR Consulting,Human Resources & Staffing,,Paxus Australia Pty Ltd,4.1,NSW,0,0,0,0,0,0,0,0,0,0,59.0,0
Digital Insights Analyst,83457.0,>10000,Company - Public,Advertising & Public Relations,Media & Communication,$5 to $10 billion (USD),Publicis Groupe,3.9,NSW,0,0,1,0,0,0,0,0,1,0,97.0,0
Salesforce Business Systems Analyst,91152.0,5001-10000,Company - Public,Gambling & Betting,"Arts, Entertainment & Recreation",$2 to $5 billion (USD),Aristocrat,3.6,NSW,0,0,0,0,0,0,0,0,1,1,70.0,0
Business Development Analyst/Associate (Actuarial Background),97431.0,,Company - Public,,,,SKL Actuarial,,NSW,0,0,1,0,0,0,0,0,0,0,,0
Senior Business Analyst - Risk Project,106066.0,1-50,Company - Private,,,,Anton Murray Consulting,4.7,NSW,0,0,1,1,0,0,0,0,0,1,,1
Senior Business Analyst,106066.0,,Company - Public,,,,Global Talent agency,5.0,NSW,0,0,1,0,0,0,0,0,0,1,,1
National Reliability Analyst,91488.0,5001-10000,Company - Private,Food & Beverage Manufacturing,Manufacturing,$2 to $5 billion (USD),GWF,3.6,NSW,0,0,1,0,0,0,0,0,1,1,65.0,0
Senior Analyst - Pricing Strategy,98869.0,>10000,Company - Public,Grocery Stores,Retail & Wholesale,$10+ billion (USD),Woolworths,3.7,NSW,0,0,1,0,0,0,0,0,0,0,99.0,1
Risk Analyst,114000.0,5001-10000,Company - Private,HR Consulting,Human Resources & Staffing,$2 to $5 billion (USD),HAYS,3.6,NSW,0,0,0,0,0,0,0,0,0,1,55.0,0
Senior Business Analyst,107331.0,,Company - Public,,,,Charter Diligence,,NSW,1,1,1,0,0,0,0,0,0,1,,1
Senior Service Desk Analyst,61237.0,501-1000,Company - Private,,,,illion,3.3,NSW,0,0,0,0,0,0,0,0,0,0,,1
Digital Campaign Analyst,130000.0,1-50,Company - Private,Information Technology Support Services,Information Technology,,Zone IT Solutions,4.4,NSW,0,1,1,0,0,0,0,1,0,0,11.0,0
Market Risk Senior Analyst,120000.0,1-50,Company - Private,,,,KPP Search,5.0,NSW,0,0,0,0,0,1,0,0,0,1,,1
Commercial Financial Analyst / Finance Business Partner - Immediate Start - ASX,140000.0,,Company - Private,,,,Sharp & Carter,4.7,NSW,0,0,1,0,0,0,0,0,0,1,,0
Senior Treasury Analyst,130000.0,51-200,Company - Private,HR Consulting,Human Resources & Staffing,,FutureYou,2.7,NSW,0,0,1,0,0,0,0,0,0,1,7.0,1
Quantitative Research Consultant - Heavy Investment in Training & Development!,80000.0,1-50,Company - Public,HR Consulting,Human Resources & Staffing,,Resources Group AU,1.0,NSW,0,0,0,0,0,0,0,0,0,0,35.0,0
Digital Solutions Analyst,87119.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,Cox Purtell,4.4,NSW,0,0,1,0,0,0,0,0,0,1,29.0,0
Senior Business Analyst - Salesforce,81950.0,51-200,Company - Private,HR Consulting,Human Resources & Staffing,,Paxus Australia Pty Ltd,4.1,NSW,0,0,1,0,0,0,0,0,0,0,59.0,1
Senior GIS Data Analyst,104022.0,1-50,Company - Private,,,,Ever Better Recruitment (EBR),2.1,NSW,0,0,0,0,0,0,0,0,0,0,,1
Senior Business Analyst - Salesforce implementation,81950.0,51-200,Company - Private,HR Consulting,Human Resources & Staffing,,Paxus Australia Pty Ltd,4.1,NSW,0,0,1,0,0,0,0,0,0,0,59.0,1
Senior Actuarial Analyst,87178.0,,Company - Public,,,,SKL Actuarial,,NSW,1,0,1,0,1,0,0,0,0,1,,1
Disruptive Technologies Analyst,175000.0,1-50,Company - Private,Business Consulting,Management & Consulting,Less than $1 million (USD),Avenir Consulting,4.2,NSW,0,0,0,0,0,0,0,0,0,0,,0
Technical Business Analyst - North Shore based.,106066.0,1-50,Company - Private,,,,Talent Web,4.6,NSW,0,0,1,0,0,0,0,0,0,0,,0
Senior Business Analyst,106066.0,,Company - Public,,,,Easy Payroll Global,,NSW,0,1,0,0,0,0,0,0,0,0,,1
Senior Actuary – Data Analytics (Life insurance),148324.0,,Company - Public,,,,SKL Actuarial,,NSW,1,1,1,1,1,0,0,0,0,1,,1
Senior Finance Analyst - Media,122500.0,,Company - Private,,,,Sharp & Carter,4.7,NSW,0,0,1,0,0,0,0,0,0,1,,1
Senior Analyst - Team Leader,79373.0,1-50,Company - Private,,,,Ever Better Recruitment (EBR),2.1,NSW,0,0,0,0,0,0,0,0,0,0,,1
"Senior Analyst, Credit Risk Insights",135000.0,51-200,Subsidiary or Business Segment,HR Consulting,Human Resources & Staffing,,Ethos BeathChapman,4.5,NSW,0,1,0,1,0,0,0,1,0,1,18.0,1
Senior Tax Business Analyst,108167.0,>10000,Company - Public,Investment & Asset Management,Finance,$5 to $10 billion (USD),Macquarie Group Limited,4.0,NSW,0,0,1,0,0,0,0,0,0,1,54.0,1
Senior Applications Database Analyst,140000.0,201-500,Company - Private,Security & Protective,Management & Consulting,,Michael Page,4.4,NSW,0,1,1,0,0,0,0,0,0,0,,1
Senior Analyst,100150.0,51-200,Company - Private,"Staffing, Recruitment & Subcontracting",Human Resources & Staffing,$5 to $25 million (USD),The Green Recruitment Company,4.6,NSW,0,0,0,0,0,0,0,0,1,0,13.0,1
Sr. BI Developer,115152.0,,Company - Private,,,,BAR360,5.0,NSW,0,1,0,0,0,0,0,0,0,0,,0
Business Analyst: Payments,130000.0,1-50,Company - Private,Information Technology Support Services,Information Technology,,Zone IT Solutions,4.4,NSW,0,0,1,0,0,0,0,0,0,0,11.0,0
Senior Business Analyst-Data & Integration,102701.0,,Company - Public,,,,Collaborate Recruitment Pty Ltd,,NSW,0,1,0,1,0,0,1,0,1,1,,1
Technical Business Analyst / Test Engineer,108167.0,>10000,Company - Public,Investment & Asset Management,Finance,$5 to $10 billion (USD),Macquarie Group Limited,4.0,NSW,0,0,0,0,0,0,0,0,0,0,54.0,0
"Senior Business Analyst, Finance Systems",114674.0,>10000,Company - Public,Shipping & Trucking,Transportation & Logistics,$5 to $10 billion (USD),Brambles Group,4.2,NSW,0,0,0,0,0,0,0,0,0,1,148.0,1
"Senior Business Analyst, Strategic Procurement",137752.0,1001-5000,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),Macquarie University,4.1,NSW,0,0,1,0,0,0,0,0,0,1,,1
Senior Cyber Security Analyst,149097.0,1001-5000,Company - Private,Broadcast Media,Media & Communication,$2 to $5 billion (USD),Nine,3.8,NSW,0,0,0,0,0,0,0,0,0,0,19.0,1
"Senior Analyst/Manager, Regulatory Reporting",94868.0,>10000,Company - Public,Banking & Lending,Finance,$5 to $10 billion (USD),Commonwealth Bank,3.9,NSW,0,1,0,0,0,0,0,1,0,1,112.0,1
Senior Funds Data Analyst - Data Services Client Delivery,103235.0,1-50,Company - Private,,,,Anton Murray Consulting,4.7,NSW,0,0,0,0,0,0,0,0,0,1,,1
Project Manager - Data & Analytics - Large Scale Transformation,178000.0,,Company - Private,,,,HiTech Personnel,3.2,NSW,0,0,0,0,0,0,0,0,0,0,,0
Manager Traded Markets Data Analytics,175000.0,1-50,Company - Private,Business Consulting,Management & Consulting,Less than $1 million (USD),Avenir Consulting,4.2,NSW,1,1,0,0,0,0,0,0,0,1,,0
Senior Warehouse Solution Analyst,98557.0,,Company - Public,Shipping & Trucking,Transportation & Logistics,$5 to $10 billion (USD),Toll Group,3.3,NSW,0,0,1,0,0,0,0,1,1,1,135.0,1
Quant Researcher/Trader,111018.0,1-50,Company - Private,,,,Anton Murray Consulting,4.7,NSW,1,0,0,0,0,1,0,0,0,0,,0
Business Analyst Manager,99268.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,Charterhouse,4.4,NSW,0,0,1,0,0,0,0,0,1,0,20.0,0
Senior Actuarial Health Analyst,92250.0,,Company - Public,,,,SKL Actuarial,,NSW,0,1,0,0,0,0,0,0,0,0,,1
Senior GIS Analyst – Climate Resilience Solutions,108388.0,201-500,Company - Public,Software Development,Information Technology,,Property Exchange Australia Limited,3.0,NSW,1,1,0,0,0,0,0,0,0,0,13.0,1
Financial Accountant/Business Analyst,97500.0,,Company - Private,,,,AFL Recruitment,,NSW,0,0,1,0,0,0,0,0,0,1,,0
Systematic Trading - Quant Researcher/Trader,111018.0,1-50,Company - Private,,,,Anton Murray Consulting,4.7,NSW,1,0,0,0,0,1,0,0,0,0,,0
Logistics Analyst,100000.0,,Company - Private,,,,Healthcare Professionals Group,3.7,NSW,0,0,1,0,0,0,0,0,0,1,,0
Senior Data Analyst - Data Service Client Delivery team,103235.0,1-50,Company - Private,,,,Anton Murray Consulting,4.7,NSW,0,0,0,0,0,0,0,0,0,1,,1
Fraud & Financial Crime Systems Analyst,94188.0,1-50,Company - Private,Information Technology Support Services,Information Technology,,Zone IT Solutions,4.4,NSW,0,1,1,0,0,0,0,0,0,0,11.0,0
Technical Analyst -Legal Technology/Ediscovery (Law Firm),102500.0,,Company - Private,,,,AFL Recruitment,,NSW,0,1,1,0,0,0,0,0,0,0,,0
"Senior Analyst, Model Governance - Credit Risk / SAS",110225.0,51-200,Subsidiary or Business Segment,HR Consulting,Human Resources & Staffing,,Ethos BeathChapman,4.5,NSW,0,1,1,1,0,0,0,1,0,0,18.0,1
Lead Risk System Analyst (FRTB-SA/IMA),120000.0,>10000,Company - Public,Information Technology Support Services,Information Technology,,Luxoft Financial Services UK Limited ( Australian Branch),4.1,NSW,0,0,0,0,0,0,0,0,0,0,23.0,0
Quantitative Research Manager - Brand & Communications Insight,100000.0,1-50,Company - Public,HR Consulting,Human Resources & Staffing,,Resources Group AU,1.0,NSW,0,0,1,0,0,0,0,0,1,0,35.0,0
Senior Security Monitoring and Response Analyst,86603.0,>10000,Company - Public,Financial Transaction Processing,Finance,,Mastercard,4.3,NSW,1,0,0,0,0,0,0,0,0,1,57.0,1
ServiceNow Technical Business Analyst,137500.0,201-500,Company - Private,Information Technology Support Services,Information Technology,,AC3,3.4,NSW,0,0,1,0,0,0,0,0,0,0,24.0,0
Senior Business Analyst - Equity Markets,102701.0,1-50,Company - Private,,,,Anton Murray Consulting,4.7,NSW,0,0,1,0,0,0,0,0,0,0,,1
Senior Business Analyst – FinTech - Wealth Management,102701.0,1-50,Company - Private,,,,Anton Murray Consulting,4.7,NSW,0,0,1,0,0,0,0,0,0,0,,1
Analyst Programmer,134164.0,,Company - Private,,,,Shoolin Consultancy,5.0,NSW,0,0,0,0,0,0,0,0,0,0,,0
Senior Frontend Engineer | Data Visualization | Sydney Hybrid,180000.0,51-200,Company - Private,Computer Hardware Development,Information Technology,,Displayr,5.0,NSW,1,1,0,0,0,0,1,0,0,1,16.0,1
Business Intelligence Consultant,130000.0,1-50,Company - Private,Information Technology Support Services,Information Technology,,Zone IT Solutions,4.4,NSW,1,0,1,0,0,0,0,0,0,0,11.0,0
"APS 6 Policy Analyst, Pricing Policy",114247.0,201-500,Company - Private,"Staffing, Recruitment & Subcontracting",Human Resources & Staffing,$500 million to $1 billion (USD),Talent International,4.3,NSW,0,0,1,0,0,0,0,0,0,0,28.0,0
Senior Test Analyst (MS Dynamics),101258.0,51-200,Company - Private,HR Consulting,Human Resources & Staffing,$500 million to $1 billion (USD),Peoplebank,4.0,NSW,0,0,0,0,0,0,0,0,0,1,33.0,1
Senior Finance Business Partner/ Commercial Analyst,140000.0,,Company - Public,,,,Allura Partners,,NSW,0,0,1,0,0,0,0,0,1,1,,1
Senior Quant Insights Analyst - Voice of Customer Research,100000.0,1-50,Company - Public,HR Consulting,Human Resources & Staffing,,Resources Group AU,1.0,NSW,0,0,0,0,0,0,0,0,0,1,35.0,1
Senior Fixed Income Risk Analyst,100993.0,1-50,Company - Private,,,,Anton Murray Consulting,4.7,NSW,0,0,0,0,0,0,0,0,0,1,,1
Senior Business Analyst,108167.0,201-500,Company - Private,Software Development,Information Technology,$1 to $5 million (USD),Tritusa Consulting,4.9,NSW,0,0,0,0,0,0,0,0,0,0,12.0,1
"Senior Specialist, Business Intelligence Systems",97980.0,1-50,Company - Private,HR Consulting,Human Resources & Staffing,,Charterhouse,4.4,NSW,0,0,1,0,0,0,0,0,0,0,20.0,1
Senior Business Analyst -( Oracle ERP),97980.0,51-200,Company - Private,HR Consulting,Human Resources & Staffing,$500 million to $1 billion (USD),Peoplebank,4.0,NSW,0,0,1,0,0,0,0,1,0,0,33.0,1
Senior Actuarial Analyst – General Insurance Pricing,87178.0,,Company - Public,,,,SKL Actuarial,,NSW,0,1,1,0,0,1,0,1,0,0,,1
Quant Research Consultant-RR884,81548.0,1-50,Company - Public,,,,Research Recruitment,4.0,NSW,0,0,1,0,0,0,0,1,1,0,,0
2023 PhD Quantitative Research Internship,140312.0,1001-5000,Company - Private,Stock Exchanges,Finance,,Susquehanna International Group,4.1,NSW,0,0,0,0,0,1,1,1,0,0,36.0,0
Senior Digital Analyst - Property and Casualty Insurance,88045.0,>10000,Subsidiary or Business Segment,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),Marsh,4.0,NSW,0,0,1,0,0,0,0,0,0,0,152.0,1
Senior Engineer (Power BI) – Perpetual Digital,184932.0,501-1000,Company - Public,Investment & Asset Management,Finance,$100 to $500 million (USD),Perpetual Limited,3.7,NSW,0,1,0,0,1,0,0,0,0,1,137.0,1
"Senior Manager – Data Engineering Analytics, DevOps(Automation & Solutions)",134164.0,>10000,Company - Public,Banking & Lending,Finance,$5 to $10 billion (USD),Commonwealth Bank,3.9,NSW,1,1,1,0,0,0,0,0,0,0,112.0,1
